marker_index	num_CpG_sites	sites_methylation_status
848	5	11011
848	5	01101
848	4	0000
848	5	01011
848	6	010111
848	4	0000
849	4	1111
849	4	1111
849	4	0000
849	4	1100
849	4	1111
849	7	1111111
849	8	11111111
849	6	000011
849	8	11111111
849	4	1101
849	4	1111
849	4	1011
849	6	101011
849	5	11111
849	6	011011
849	9	111111111
849	9	111110111
850	5	11111
850	6	111111
850	7	1111111
850	6	111111
850	7	1111111
850	7	1111111
850	11	11111111111
850	11	11111111111
850	5	00000
851	3	000
851	3	100
851	4	0000
851	7	1111111
851	7	1111011
851	8	11111111
851	7	0000000
851	3	111
852	4	1111
852	6	111111
852	8	11111111
852	6	110110
852	6	111111
852	6	111111
852	5	10111
852	3	111
852	6	111111
852	6	111011
852	6	011111
852	5	11011
852	5	11111
852	6	111101
852	4	1111
853	10	1111111011
853	10	1111111111
853	11	11111111111
853	9	011111101
853	8	11111111
853	3	111
853	6	111100
853	8	11100010
853	7	1111110
853	7	1111110
854	7	1111111
854	9	111111111
854	3	111
855	5	00001
855	6	000000
855	6	000000
855	5	00000
855	5	00000
855	8	00000000
855	13	0001000000000
856	7	1000010
856	4	0000
857	2	00
857	4	0000
857	4	0000
857	4	0000
857	4	0000
857	4	0000
857	10	0000000000
857	9	000000000
858	1	0
858	1	0
858	6	000100
858	6	001000
858	3	000
858	5	00000
858	10	0000000000
858	7	0000000
859	2	00
859	4	1111
859	5	11111
859	5	11111
859	3	011
859	5	10110
859	10	1011010000
859	12	001100000000
859	14	00000000000000
859	6	000000
859	9	000000000
859	4	0000
860	3	111
861	8	11101111
862	4	1111
863	1	1
863	1	1
863	5	11111
863	3	000
863	3	000
863	5	11111
863	5	11000
863	6	110001
863	3	000
864	12	111111100000
865	1	0
865	1	0
865	6	100010
865	7	0001000
865	8	01111000
865	6	000000
865	6	000000
865	6	100100
865	5	00000
865	3	000
865	3	000
865	3	110
865	5	00000
865	4	1000
865	3	111
865	3	000
865	5	11000
865	5	00000
865	3	100
865	3	000
865	3	000
866	4	0001
866	5	00011
866	4	1111
866	3	100
866	3	001
867	4	0001
867	8	11011000
867	13	0000000000000
867	4	0000
868	10	0000000000
868	13	0000000000000
868	14	00000000000000
868	3	000
869	3	000
869	4	0000
869	3	000
869	8	00000000
869	7	0000000
869	8	00000000
869	3	000
869	8	00000000
869	9	000000000
869	8	00000100
869	12	000000000000
870	5	00000
870	5	00000
870	4	0110
870	7	0000000
870	6	000000
870	9	000000000
870	11	11111111111
870	12	110111111011
870	11	11111111111
870	8	11111111
870	7	0111111
870	8	11111111
870	10	1111111111
870	15	000000000000000
870	10	1111111111
870	11	11111111111
870	10	1111101111
870	7	1101111
871	2	00
871	7	1111111
871	13	1111111111111
871	13	1111111111111
871	7	1111111
871	7	1111111
872	1	0
872	6	011101
872	9	111010010
872	8	10000000
872	9	111010000
872	7	0100100
872	5	11101
872	5	00000
872	6	100000
872	3	011
872	4	0000
872	6	000000
872	10	0000000000
872	5	01000
872	9	000000000
872	5	01000
874	8	00000000
874	5	11111
874	4	1111
874	5	11111
874	4	1111
874	4	1110
874	4	1110
874	4	1111
874	3	111
875	1	0
875	7	0000000
875	7	0010000
875	9	100000010
875	8	00011000
875	6	000010
875	4	1111
875	10	1100000000
875	3	000
875	3	000
875	8	01000010
875	6	000000
875	5	00000
876	1	0
876	1	0
876	6	000100
876	8	00000000
876	8	00000000
876	9	000000000
876	5	00001
877	1	1
877	1	1
877	5	11111
877	9	111111111
877	8	11111111
877	3	001
877	8	11011010
877	9	111111111
877	8	00000000
877	11	11111111111
877	12	111111111111
877	6	111110
878	3	000
878	7	0000000
878	6	000000
878	6	000000
878	3	100
879	4	1111
879	10	1110111111
879	6	000000
879	8	01111111
879	8	11111111
879	6	111111
880	3	101
880	3	111
880	3	011
880	3	111
880	4	1111
880	4	1111
880	4	1111
880	4	1111
880	4	0110
880	4	1111
881	8	00000000
881	7	1111111
881	7	1111111
881	9	111111010
881	4	0000
881	5	11111
881	3	111
881	3	111
882	4	1111
882	3	111
882	4	1111
882	3	111
883	7	0000000
883	6	111111
883	5	10111
883	5	01111
883	5	10111
883	5	11111
883	5	10000
884	7	1111111
884	8	11111111
884	6	111111
884	5	11111
884	9	111111111
884	4	0000
884	6	000000
884	7	1011011
884	8	10110110
884	5	00000
884	8	11111111
884	5	11101
885	3	000
885	3	000
885	7	1111111
885	6	111111
885	6	111111
885	4	1111
886	1	0
886	5	11110
886	5	11111
887	8	11111111
887	3	101
887	4	1110
887	5	01111
887	5	11111
887	9	111111111
887	5	11111
887	5	11110
888	5	11111
888	7	0110111
888	9	101111111
888	10	1111111111
889	3	000
889	3	000
889	3	000
889	3	000
889	3	000
889	12	111111111111
889	9	111111111
889	7	0000000
889	9	111111111
889	8	01111111
889	6	111011
889	6	111111
889	8	11111111
889	7	1111111
890	4	0000
890	6	111111
890	3	111
890	3	111
890	3	111
890	4	1111
890	4	1111
890	4	1110
890	4	1101
890	4	1111
890	4	1110
890	3	111
890	3	111
891	3	111
891	6	000000
892	3	111
892	3	111
892	4	1111
892	6	111100
892	5	11111
892	5	11111
892	5	11111
892	6	011111
892	6	110111
892	4	1110
893	3	111
893	7	1111111
893	5	00000
893	3	000
894	7	0000000
895	1	1
895	5	11111
895	7	1111111
895	5	11111
895	6	111111
895	6	111111
895	8	11111111
896	3	011
896	4	1111
896	4	1111
896	3	111
896	3	101
896	3	111
896	4	1011
896	4	1111
898	5	11111
898	9	111111111
898	8	10111110
898	7	1111101
898	8	11111111
898	4	1011
899	1	1
899	12	011011100010
899	8	00000000
899	7	0000000
899	8	00000000
899	11	00000000000
899	10	0000000000
899	12	000000000000
899	10	0000000000
899	8	00000000
900	2	11
900	2	11
900	2	11
900	8	00000000
900	8	01101100
900	6	000000
900	3	000
901	5	00000
901	5	00000
901	9	000000000
901	8	00000000
901	13	0000000000000
901	12	000000000000
901	10	0000000000
901	4	0000
901	4	0000
901	4	0000
901	4	0000
901	3	000
902	8	11111111
902	5	00000
903	1	0
903	12	111111111111
903	13	1111111111111
903	9	111101111
903	6	111111
903	4	1111
904	5	11111
904	5	11111
904	3	111
904	3	011
905	7	0000000
905	8	00000000
905	4	1111
905	7	0000000
905	8	00000000
905	10	0000000000
905	11	00000000000
905	8	00000000
905	5	00000
905	4	0000
905	4	0000
905	3	011
906	1	1
906	6	111100
906	5	11011
906	3	100
906	3	111
907	9	111111111
907	12	111110111111
907	11	11111111111
907	9	110111111
907	7	1111111
907	5	01111
907	4	1111
907	5	11111
907	3	111
908	7	1111111
908	7	1111111
908	6	111111
908	5	11111
908	5	00000
908	7	1111111
909	2	00
909	3	111
909	3	101
909	3	100
910	3	111
910	3	010
910	3	111
910	3	111
910	3	111
910	4	0111
910	3	111
910	3	111
910	3	101
911	7	1101101
911	9	000000000
911	7	0000010
911	4	0000
912	6	000000
912	6	000000
912	5	01000
912	5	00000
912	5	00000
912	3	000
912	6	000110
912	3	001
913	4	0000
913	9	000000000
913	6	000000
913	6	000000
914	16	0000000000000000
914	8	11010000
914	10	0000000000
914	7	0110110
915	1	1
915	1	1
915	7	0000000
915	7	1111111
915	7	1111111
915	7	0000100
915	3	000
915	10	1101111111
915	11	11011111111
915	11	11111110111
915	10	1111111111
915	9	111101111
915	8	11111111
915	4	0000
916	5	00000
916	5	11111
916	3	000
916	9	000000000
916	5	00000
917	14	10111000001001
917	7	0000000
918	6	111111
918	6	111111
918	8	11111111
918	6	111111
918	6	000000
918	7	0000000
919	5	11111
919	6	111110
919	6	111111
919	9	111101011
920	3	110
920	4	0010
920	5	01011
920	4	1000
920	3	011
920	3	000
921	8	11111110
921	7	1111111
921	7	1111111
921	4	1111
922	1	0
922	6	110000
922	3	111
923	5	10011
923	5	11111
923	3	111
924	2	10
924	7	1111111
924	6	111111
925	7	1111111
925	6	111111
925	4	1110
925	4	1001
925	4	1110
925	5	11110
925	6	111101
925	4	0000
925	6	100111
925	7	1010010
925	6	001111
925	5	11111
925	4	0111
925	4	1111
926	7	1111111
926	7	1111111
926	5	11111
926	5	11111
926	4	1111
926	4	1111
927	5	00111
927	5	01011
927	7	1111101
927	7	1110111
927	7	1011101
927	6	011101
927	4	1100
927	3	111
927	3	100
928	1	1
928	1	1
928	6	011111
928	8	11111111
928	8	11111111
929	5	00000
929	5	10000
929	4	1111
929	4	0000
929	12	111110111111
929	9	111111111
929	7	1111111
929	6	111111
930	1	1
930	1	1
930	1	1
930	9	111011111
930	9	111101111
930	5	01000
930	6	111111
930	6	111101
930	6	001101
930	8	11111111
930	8	11111111
930	8	11111111
930	8	11111111
930	7	1111111
930	4	0100
930	3	111
930	6	101011
930	10	1111011111
930	10	1111111111
930	9	111011111
930	8	01111111
930	6	111111
930	7	0111111
930	5	00110
931	1	1
931	6	011110
931	3	111
931	5	10111
931	6	111101
931	5	11100
931	4	1101
931	4	1111
931	3	111
932	5	11111
932	5	11111
932	3	000
932	4	1111
933	7	1011111
933	5	11110
933	4	1110
933	6	111101
933	3	111
933	3	111
933	3	000
934	4	1111
934	3	000
934	8	11110111
934	8	11111101
934	8	11101111
934	9	111110111
934	9	111111111
934	11	11011111111
934	5	11101
934	5	00000
934	7	0000010
934	6	110111
934	5	00101
934	3	101
934	3	010
935	4	1110
935	4	1110
935	6	111111
935	7	1000111
935	4	0110
935	7	0001111
935	6	111101
935	4	1111
935	4	1111
935	5	01111
936	3	101
936	9	111100011
936	6	001111
936	6	111111
936	5	11111
936	5	00000
936	7	1101111
936	6	101111
936	3	111
936	3	111
937	5	11101
937	6	111111
937	6	000000
937	5	00000
937	5	11111
937	7	1111111
937	8	11111111
937	8	11111111
937	7	1111111
937	6	111111
938	5	11111
938	6	111111
938	5	10011
938	3	111
939	10	0000000111
939	8	01111111
939	5	00000
939	3	000
939	10	1111111011
939	10	1110011111
939	8	10011111
939	8	01111110
939	5	10110
939	7	1011111
939	3	000
939	7	1111111
939	5	11101
939	4	1111
940	10	1111111110
940	6	100111
940	6	011111
940	6	011110
940	4	1111
940	3	011
940	3	011
941	3	000
941	4	1111
941	4	1111
941	3	011
942	2	11
942	2	11
942	8	11111110
942	7	1011111
942	6	111011
942	6	111111
942	3	011
943	4	0101
943	5	01011
943	4	1111
943	8	11111111
943	10	1111111111
943	6	000000
943	8	00000000
943	8	01111101
943	13	1110111011111
943	8	11011111
943	11	11111111010
943	8	11111111
943	3	111
943	3	111
944	1	0
944	1	0
944	4	1011
944	3	000
944	6	111111
945	9	111111111
945	9	111111111
945	6	000000
945	7	1101010
945	3	111
945	5	11111
945	6	111110
945	3	110
946	4	1110
946	7	1111111
946	3	110
946	3	111
946	3	111
946	3	111
947	6	111111
947	5	11011
947	5	11111
947	5	11111
947	6	111111
947	8	11111111
947	6	000000
947	5	11111
947	5	11111
947	4	0000
947	5	10111
947	4	0111
948	6	111111
948	7	1011101
948	5	11001
948	9	111010000
948	9	101000001
948	7	1111100
948	8	11111000
948	8	11110011
949	6	111111
949	7	1111111
949	7	1111111
949	3	010
950	1	0
950	6	110110
950	5	11111
950	3	000
950	3	000
950	3	000
950	7	0011111
950	4	0000
950	10	0011000000
950	11	01100000000
950	7	0000000
950	7	0000000
950	8	11110100
950	8	11111111
950	8	11111111
950	8	00000000
950	6	111011
950	4	0010
951	2	10
951	6	000000
952	2	10
952	2	10
952	8	11101111
952	3	000
952	4	0000
952	8	10111111
952	5	00000
952	4	1001
952	6	111111
952	4	1000
952	5	11111
952	3	101
953	5	11111
953	6	111110
953	6	111111
953	6	111111
953	7	1111100
953	6	111110
953	3	110
953	4	1101
953	4	1111
953	4	1111
953	3	111
954	4	0000
954	4	1111
954	8	11110010
954	5	11111
954	13	1111110111100
954	16	1111111100011111
954	13	0011011111011
954	10	0000000000
954	10	0000001010
954	10	1111111111
955	1	1
955	1	1
955	1	1
955	6	000000
955	5	10001
955	5	00000
955	4	0011
955	6	111111
955	4	0000
955	4	1111
955	4	0011
955	8	00000000
955	6	111000
956	7	0000010
956	6	000010
957	6	000000
957	10	1111111110
957	10	1111111110
957	10	1011111111
957	11	11110111110
957	12	111011111000
957	7	0011111
957	7	1011111
957	4	1111
958	3	000
958	5	00000
958	10	0000000000
958	11	00000000000
958	9	000000000
958	6	001101
959	7	1111111
959	8	01111111
959	9	111111111
959	6	101111
959	6	011111
959	7	1111111
959	8	11111111
959	8	11111111
959	10	1111111111
959	7	1111111
959	8	11111111
960	6	011111
960	6	011111
960	7	1011111
960	5	11111
960	10	1111111111
960	9	111111111
960	8	11111111
960	5	11111
960	3	111
961	1	0
961	4	0111
961	10	1111111111
961	8	11111111
961	10	1111111110
961	11	11110111111
961	9	110111111
962	1	0
962	9	000010000
962	7	0000000
962	7	0000000
962	12	000000000000
962	3	000
962	3	000
963	2	00
963	4	1111
963	4	1111
963	7	1111111
963	6	111111
963	6	111111
963	8	11111111
963	4	1111
964	7	0000000
964	7	0000000
964	3	100
964	7	0000000
964	5	00000
964	7	0000000
965	4	0000
965	5	11111
965	4	1110
965	3	000
966	4	0011
966	3	111
967	1	1
967	1	1
967	1	1
967	3	110
967	8	11111111
967	6	111110
967	7	1111101
967	8	11111111
967	5	11111
967	8	11111111
967	7	1111111
968	6	000001
968	8	00101000
968	9	000000000
969	3	000
969	3	000
969	3	000
969	10	1011111111
969	14	00000000100000
969	11	00000100010
969	7	0000000
969	6	000000
969	6	000100
969	4	0000
969	5	00000
969	5	11111
969	4	0000
969	4	0100
970	3	000
970	3	010
970	5	00000
970	5	00000
970	6	000000
970	5	00000
970	6	000000
970	3	010
970	5	01001
970	3	000
970	8	00001000
970	4	0000
970	4	0000
971	1	0
971	8	00010000
971	6	000000
971	10	0000000000
971	6	000000
972	3	000
972	6	000000
972	9	000011110
972	8	01111000
972	5	00010
972	4	0100
972	3	000
972	3	111
972	3	111
972	9	000000000
972	8	11110000
972	8	00000000
972	8	11110000
972	8	00100000
972	7	0000100
972	4	1110
973	1	1
973	5	11111
973	4	0000
973	5	11111
973	6	111111
974	12	110101101000
974	12	110101101000
974	17	00000000000000000
974	18	000000000000000000
974	15	000000000000000
974	15	000000000000000
974	14	00000000000000
974	11	00000000000
974	9	110110111
974	16	0000000000000000
974	11	00001001001
974	11	00000000000
974	10	0000000000
974	13	0000000000000
974	4	0000
974	11	00000000000
974	11	00000000000
974	3	000
975	3	111
975	4	1111
976	1	0
976	1	0
977	5	11000
977	3	110
977	4	1001
977	4	1011
977	4	0100
977	6	100111
977	6	100000
977	5	00000
977	6	000000
977	3	011
977	4	0000
977	5	00000
978	3	000
978	3	000
978	3	000
978	3	001
978	3	111
978	3	111
979	8	11111111
979	8	11111111
979	7	0000000
979	7	1111111
979	6	111101
979	5	11101
980	5	11011
980	7	1101111
980	5	11110
980	3	101
980	3	110
980	3	100
980	4	1010
980	3	000
980	4	1110
981	9	111111111
981	8	11111101
981	5	11111
981	4	1111
981	7	1111011
981	9	111111111
981	10	1111111101
981	3	111
981	3	110
982	4	1111
983	5	11111
983	3	111
983	4	1110
984	5	11101
984	5	11101
984	6	111101
984	4	1111
984	4	1111
984	5	11011
984	5	11111
984	5	11111
984	6	101111
984	6	111111
984	7	1111111
984	5	11111
984	4	1110
985	1	0
985	1	0
985	1	0
985	4	1111
985	4	1111
985	5	10111
985	4	1111
985	3	111
985	4	1111
985	4	1111
986	4	1011
986	4	1111
986	5	11111
986	6	111011
986	4	1110
986	4	1011
986	4	1111
986	4	1111
986	4	1110
986	4	1110
986	4	1111
986	4	1111
986	4	1111
986	4	0000
986	4	1110
986	4	0000
987	4	0111
987	4	1111
987	6	011111
987	6	011111
987	6	011111
987	5	00000
988	2	11
988	2	11
988	10	1111111101
988	8	11011111
988	3	111
988	3	111
988	8	00000000
988	6	011111
989	4	1111
989	6	111111
989	5	11111
989	6	111101
989	3	111
990	7	1010011
990	5	11111
990	5	10111
990	4	0111
991	5	10011
991	6	110111
991	8	10111111
991	7	1111011
992	3	011
992	3	110
992	6	111111
992	5	11101
992	5	11111
992	6	111111
992	7	0111110
993	4	1111
993	6	000000
993	3	001
993	8	00000000
993	6	000000
993	6	001011
993	4	1000
993	3	000
994	8	01111111
994	10	1111111111
994	7	1111000
994	5	01100
994	5	01100
994	4	1100
994	7	0111111
994	7	1111100
994	6	111011
994	6	111111
994	6	111111
995	4	0111
995	4	1101
995	3	111
995	3	110
995	6	111111
995	5	11111
995	8	11111111
995	8	11111111
995	7	1111111
995	7	0111100
995	5	11010
995	4	1101
995	6	111111
995	6	111111
995	8	10000000
995	8	01111111
995	7	0000000
996	11	00000000000
996	13	0000000000000
996	16	0000000000000000
996	9	001000000
996	8	10010100
996	8	11011110
996	9	010000000
996	8	01010000
996	5	01110
996	5	00000
997	3	111
998	1	1
998	10	1111111111
998	10	1111111111
998	6	111111
998	6	111111
998	5	11111
999	9	100111111
999	11	10100000000
999	8	00111111
999	9	011001110
999	11	00000000000
999	11	00000000000
999	11	00000000000
999	5	00000
999	11	00000000000
999	10	0000000000
999	8	00000000
1000	12	111111111111
1000	7	1111111
1001	5	00000
1001	5	10000
1001	6	000000
1001	11	00000000000
1001	7	0111001
1001	13	0111110111111
1001	6	000000
1001	7	0000000
1001	10	0000000000
1001	11	00000000000
1001	5	00000
1002	4	0000
1002	4	0000
1004	3	111
1004	3	011
1004	3	110
1005	4	1111
1005	5	11111
1005	5	11111
1005	5	11111
1005	4	0000
1005	4	1111
1006	2	00
1006	5	10111
1006	4	0000
1006	7	1111111
1006	7	1011111
1006	6	111111
1006	5	11111
1006	6	111111
1006	6	111111
1006	4	0000
1006	4	1111
1006	4	1111
1006	4	1111
1006	4	1111
1006	3	111
1006	3	111
1006	3	111
1006	3	111
1007	4	0011
1007	4	1100
1007	4	1001
1007	8	10111111
1007	3	101
1008	14	00000000000000
1008	14	00000000000000
1008	14	00000000000000
1008	9	011111111
1008	9	011111111
1008	11	11111101111
1008	10	1110111111
1008	3	111
1008	3	000
1008	4	1111
1008	7	1111111
1008	7	1111111
1008	7	1111111
1008	5	11111
1009	2	00
1009	4	1111
1009	4	1111
1009	5	11111
1009	5	01111
1009	4	1111
1009	4	1111
1010	5	00000
1010	5	00000
1010	9	111111111
1010	6	011111
1010	4	1111
1010	3	111
1011	1	1
1011	1	1
1011	1	1
1011	3	000
1011	6	111111
1011	6	100111
1011	6	100111
1011	6	111111
1011	6	000000
1011	8	01111111
1011	5	11111
1011	4	1111
1011	3	111
1012	3	111
1012	3	111
1012	7	0111111
1012	6	111111
1012	5	11111
1013	1	1
1013	1	1
1013	4	1111
1013	5	11111
1013	3	000
1014	3	111
1015	8	11111111
1015	5	00000
1015	5	11110
1015	5	11111
1015	3	111
1015	3	111
1015	6	111111
1015	7	1111111
1015	5	01000
1016	2	11
1016	5	11101
1016	6	110111
1016	5	00000
1016	5	00000
1016	6	111111
1017	7	1111111
1017	5	00000
1017	3	111
1017	5	11111
1018	4	1111
1018	4	1111
1018	4	1111
1018	4	1111
1018	3	101
1019	1	1
1019	1	1
1019	4	1111
1019	3	111
1019	3	111
1019	3	111
1019	3	111
1019	6	110111
1019	5	11111
1019	5	11111
1019	5	11111
1019	6	111111
1019	6	100111
1019	3	111
1019	4	1111
1019	4	1101
1019	3	110
1019	3	111
1019	3	000
1019	3	110
1020	1	1
1020	4	1111
1020	4	1111
1020	5	11111
1020	4	0111
1021	4	1111
1021	4	1111
1021	4	1111
1021	4	0000
1021	5	11111
1021	4	1111
1022	5	10011
1022	6	111011
1022	5	11110
1022	5	11111
1022	5	10111
1022	5	10111
1022	4	1111
1022	6	111111
1022	5	11111
1022	5	11111
1022	5	11111
1022	5	11111
1023	8	00000000
1023	6	111011
1024	1	0
1024	7	1111111
1024	5	00000
1025	7	1111111
1025	8	11111111
1026	1	0
1026	9	111111111
1026	7	0000000
1026	5	11111
1026	5	00000
1026	4	0000
1026	5	11111
1026	13	1111001110101
1026	7	1111111
1027	10	1111111111
1027	10	1111111111
1027	7	1111111
1027	5	11110
1027	4	1111
1027	5	10111
1027	5	11111
1027	4	1111
1027	3	111
1028	11	11111111111
1028	10	0111110111
1028	9	111110111
1028	5	11101
1028	3	111
1028	4	1111
1028	6	111111
1028	6	011111
1028	3	111
1029	10	1111111111
1029	11	11111111110
1029	8	00000000
1029	8	01111111
1029	8	00000000
1029	6	000000
1029	4	1111
1029	4	0000
1029	5	11111
1030	1	0
1030	1	0
1030	10	1111111111
1030	5	00000
1030	10	1111111111
1030	7	0000000
1030	6	000000
1031	4	0000
1031	5	11111
1031	5	10011
1031	6	111111
1031	4	0000
1032	2	11
1032	12	011101111111
1032	13	1111111111111
1032	12	111011111111
1032	4	1111
1032	4	1111
1032	4	1111
1032	4	1110
1032	6	111111
1032	5	11111
1032	4	1111
1032	3	111
1033	9	000000000
1033	9	001011111
1033	8	11100010
1033	7	1111110
1033	7	1100010
1033	9	111111011
1033	8	11011111
1033	4	0111
1033	4	0000
1033	4	1111
1034	7	1111111
1034	7	1111111
1034	7	1111111
1034	7	0000000
1034	4	0100
1035	1	0
1035	1	0
1035	7	1111111
1035	5	11111
1035	6	111111
1035	8	11111111
1035	19	1101111111111111011
1036	3	111
1036	7	1111111
1037	4	1110
1037	7	1111111
1037	8	11111111
1037	7	1111111
1039	11	11111111111
1039	10	1111111111
1039	7	1111111
1039	4	1101
1039	3	111
1040	4	1111
1040	6	111111
1040	5	11111
1040	11	00111111111
1040	9	111011111
1040	8	11011111
1040	5	11110
1040	7	1111100
1040	6	111111
1040	5	11100
1041	7	1101111
1041	6	000000
1041	9	111111111
1041	9	111111111
1041	7	1111111
1041	6	111111
1041	6	111111
1041	6	000000
1041	5	11111
1041	5	11110
1041	4	1110
1041	3	111
1041	3	111
1041	3	111
1041	3	111
1042	9	101111111
1042	3	111
1043	5	11100
1043	3	100
1043	9	111111011
1043	3	111
1044	5	11111
1044	7	1111111
1044	5	00000
1044	6	011111
1045	4	1111
1045	6	111111
1045	5	11111
1045	9	111111111
1045	9	111111111
1045	7	1111111
1045	7	1111111
1045	4	0000
1045	7	1111101
1045	9	111111111
1045	8	11111111
1045	9	111111111
1045	8	10010111
1045	6	111111
1045	7	1101111
1045	6	000000
1046	4	0000
1046	5	01111
1046	3	111
1046	8	11111111
1047	1	0
1047	1	0
1047	7	1111111
1047	6	000000
1047	7	0111111
1047	6	111111
1047	5	11110
1047	7	1110111
1047	3	111
1048	1	0
1048	1	0
1048	1	0
1048	1	0
1048	7	0000000
1048	4	0000
1048	5	11111
1048	5	11111
1048	4	1111
1049	4	0000
1049	5	10111
1049	5	11111
1049	4	0111
1049	3	111
1049	4	1111
1049	6	110011
1050	10	0000000000
1050	10	0000001000
1050	8	00000000
1050	8	00001100
1050	9	010010010
1050	6	000100
1050	5	00000
1050	4	0011
1050	3	011
1050	3	011
1050	3	011
1050	3	011
1050	3	011
1051	1	0
1051	1	0
1051	1	0
1051	7	0110101
1051	7	0011000
1051	11	00000100000
1051	10	0110000000
1052	11	00000000000
1052	4	1111
1052	3	111
1053	3	100
1053	3	100
1053	3	100
1053	18	000000000000000000
1053	18	000000000000000000
1053	11	00000000000
1053	10	0000000000
1053	12	000000000000
1053	11	00000000000
1053	16	0000000000000000
1053	10	0000000000
1053	11	00000000000
1054	1	1
1054	11	00000000000
1054	11	01000001100
1054	11	01000001100
1054	5	00000
1055	5	00000
1055	3	101
1055	7	0000000
1056	5	11111
1056	10	1111111110
1056	8	11111111
1057	3	001
1057	4	0000
1057	4	0000
1057	5	00000
1057	9	000000000
1057	8	00010000
1057	10	0000000000
1057	7	0000000
1057	4	0110
1058	6	111111
1058	12	000000000000
1058	12	000000000000
1058	14	00000000000001
1058	12	000000000000
1058	7	0000000
1058	4	0000
1059	1	0
1059	1	0
1059	1	0
1059	1	0
1059	3	111
1059	4	1111
1059	3	111
1059	3	111
1059	3	111
1059	7	1101111
1059	7	1011111
1059	5	11110
1059	6	111011
1059	5	01000
1059	6	010000
1059	6	101111
1059	3	111
1060	3	000
1060	6	110000
1060	3	110
1060	6	001011
1060	7	0001111
1060	5	00000
1060	7	1001111
1060	7	0001111
1060	5	01111
1061	7	1111110
1061	7	1111110
1061	4	1111
1061	4	0111
1061	4	1111
1061	3	101
1062	3	000
1062	10	1111111111
1062	6	111111
1062	6	111111
1062	9	111111111
1062	6	100111
1063	14	00000000000000
1063	15	000000000000000
1063	14	00000000000000
1064	4	1111
1064	4	1111
1066	1	0
1066	1	0
1066	6	000010
1066	7	0000000
1066	5	00000
1066	5	01000
1066	6	000000
1067	4	1101
1067	3	101
1067	6	100111
1067	5	10111
1067	7	1111101
1067	3	011
1067	4	1111
1068	3	111
1068	6	011111
1068	5	11111
1069	3	111
1069	3	111
1069	4	1111
1069	4	1111
1070	6	111111
1070	7	1111011
1070	7	1111111
1070	8	01111111
1070	4	1111
1070	4	1111
1070	4	1111
1071	5	00000
1071	5	00000
1071	9	000000000
1071	10	0000000000
1071	9	000000000
1071	8	00000000
1071	8	00000000
1071	6	000000
1072	6	111111
1072	4	1111
1073	8	11111111
1073	8	11111111
1073	7	1111111
1073	5	00000
1074	2	11
1074	2	11
1074	6	111111
1074	4	1101
1074	6	001111
1074	5	01111
1074	5	11111
1074	5	11111
1074	4	1111
1075	1	1
1075	1	1
1075	11	11111011111
1075	8	00000000
1075	6	111111
1075	6	111101
1075	6	111111
1075	7	1111011
1075	5	11111
1076	1	1
1076	8	11111111
1077	8	11111111
1077	7	1011110
1077	5	11111
1077	7	1111111
1078	6	000000
1078	6	000000
1078	5	00100
1078	10	1111111111
1078	10	1111111111
1079	1	0
1079	1	0
1079	6	000000
1079	6	110111
1079	4	1111
1079	8	11110111
1079	7	1111101
1079	7	0110111
1080	3	011
1080	5	10110
1080	6	111111
1080	6	111111
1080	8	01010101
1080	5	01110
1080	4	1110
1080	4	0111
1080	4	1111
1080	6	111111
1080	6	101111
1080	3	111
1081	1	1
1081	1	1
1081	8	11111111
1081	9	000000000
1081	8	11111111
1081	7	0000000
1081	4	0000
1081	8	00000001
1081	6	000000
1081	13	1011011110111
1081	7	1111110
1081	8	11111101
1081	10	0111101111
1082	3	111
1082	3	111
1082	3	111
1082	5	11111
1082	8	11111111
1082	6	011010
1083	7	1110011
1083	6	110011
1083	5	11111
1083	3	000
1083	4	0000
1084	8	11111111
1084	5	11111
1084	3	111
1084	3	111
1085	7	0000000
1085	7	1111010
1085	7	1111111
1085	9	111111111
1085	9	111111111
1085	4	1111
1085	4	0000
1085	6	011111
1086	2	01
1086	4	0000
1086	7	1111111
1086	9	101111011
1086	8	11111111
1086	5	11111
1086	5	11111
1086	6	111111
1087	1	0
1087	1	0
1087	1	0
1087	9	101111101
1087	6	000000
1087	11	11111110111
1087	10	1111111011
1087	8	11110111
1087	7	1111011
1088	11	00000000000
1088	11	00000000000
1088	6	000000
1088	8	00011000
1088	5	10001
1088	17	00000000000000000
1089	4	0001
1090	11	00000000000
1090	15	111011111110111
1090	4	0000
1091	4	0100
1091	3	000
1091	3	000
1091	3	000
1091	3	000
1092	7	0000000
1092	6	011100
1092	7	1011011
1092	7	1101111
1092	8	10110111
1092	13	1011011111111
1092	12	111011111111
1092	8	00000000
1093	10	0000001011
1093	12	000000000000
1093	8	01111111
1093	14	00000000000000
1094	1	1
1095	13	0111111111111
1095	10	1111111111
1095	7	1111111
1095	8	00000000
1095	8	00000000
1095	4	0111
1096	13	0000000000000
1096	10	0000000000
1096	7	0000000
1096	9	000000000
1096	4	0000
1097	1	1
1097	4	1111
1097	5	00000
1097	10	1111111111
1097	6	111111
1097	6	000000
1097	8	11111111
1097	8	11111111
1097	9	011111111
1097	7	1111111
1097	8	11111111
1097	3	111
1098	10	0000000000
1098	10	0000000000
1098	8	00000000
1098	10	0000000000
1098	13	0000000000000
1098	16	0000000000000000
1098	11	00000000000
1098	11	00000000000
1098	4	0000
